Sample_Name,Sample_Well,Sample_Plate,Sample_Group,Pool_ID,Sentrix_ID,Sentrix_Position,Investigator,Project,Tissue,Type,EBV,Cell_Line,Wildtype,Normal,Coment,Scan_Date,GDSC1,GDSC2,cosmic_id
HCC2218,F10,SMET0035,NA,NA,7970376031,R04C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,749716
OAW-42,E11,SMET0035,NA,NA,7970376031,R05C01,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,910548
PA-1,F11,SMET0035,NA,NA,7970376031,R05C02,Sebastian Moran,Sanger Cell Lines,OVARY,GERM CELL TUMOUR,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,909255
OVISE,E12,SMET0035,NA,NA,7970376031,R06C01,Sebastian Moran,Sanger Cell Lines,OVARY,ADENOCARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,1240198
OVCAR-3,F12,SMET0035,NA,NA,7970376031,R06C02,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,905933
MDA-MB-157,G07,SMET0035,NA,NA,7970376038,R01C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,925338
MDA-MB-361,H07,SMET0035,NA,NA,7970376038,R01C02,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,908121
HCC1599,G08,SMET0035,NA,NA,7970376038,R02C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,749713
HCC202,H08,SMET0035,NA,NA,7970376038,R02C02,Sebastian Moran,Sanger Cell Lines,BREAST,PRIMARY DUCTAL CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,1290906
HCC1569,G09,SMET0035,NA,NA,7970376038,R03C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,907046
HCC1500,H09,SMET0035,NA,NA,7970376038,R03C02,Sebastian Moran,Sanger Cell Lines,BREAST,PRIMARY DUCTAL CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,1303900
DU-4475,G10,SMET0035,NA,NA,7970376038,R04C01,Sebastian Moran,Sanger Cell Lines,BREAST,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,breast,breast,906844
A2780,H10,SMET0035,NA,NA,7970376038,R04C02,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,906804
RMG-I,G11,SMET0035,NA,NA,7970376038,R05C01,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,909699
SW626,H11,SMET0035,NA,NA,7970376038,R05C02,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,909753
CAOV-3,G12,SMET0035,NA,NA,7970376038,R06C01,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,906825
OC-314,H12,SMET0035,NA,NA,7970376038,R06C02,Sebastian Moran,Sanger Cell Lines,OVARY,CARCINOMA,No,YES,Yes,No,NA,2012-08-03,urogenital_system,ovary,909257
MONO-MAC-6,A01,SMET0036,NA,NA,7878191025,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,908148
P31-FUJ,B01,SMET0036,NA,NA,7878191025,R01C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,909253
THP-1,A02,SMET0036,NA,NA,7878191025,R02C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,909771
TUR,B02,SMET0036,NA,NA,7878191025,R02C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_lymphoma,909773
CTV-1,A03,SMET0036,NA,NA,7878191025,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,753548
RPMI-8866,B03,SMET0036,NA,NA,7878191025,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,chronic_myeloid_leukaemia,910544
SUP-B8,A04,SMET0036,NA,NA,7878191025,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_leukemia,910209
OCI-AML3,B04,SMET0036,NA,NA,7878191025,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE MYELOID LEUKEMIA,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,1290455
BV-173,A05,SMET0036,NA,NA,7878191025,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,chronic_myeloid_leukaemia,910710
C8166,B05,SMET0036,NA,NA,7878191025,R05C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,T_cell_leukemia,906829
MN-60,A06,SMET0036,NA,NA,7878191025,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_leukemia,908143
MV-4-11,B06,SMET0036,NA,NA,7878191025,R06C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,leukemia,908156
SK-MM-2,C01,SMET0036,NA,NA,7878191026,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,myeloma,753612
REH,D01,SMET0036,NA,NA,7878191026,R01C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_leukemia,909696
U-698-M,C02,SMET0036,NA,NA,7878191026,R02C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_leukemia,909777
WSU-NHL,D02,SMET0036,NA,NA,7878191026,R02C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,909785
DG-75,C03,SMET0036,NA,NA,7878191026,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,Burkitt_lymphoma,906838
CTB-1,D03,SMET0036,NA,NA,7878191026,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_lymphoma,949088
SUP-B15,C04,SMET0036,NA,NA,7878191026,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,ACUTE LYMPHOBLASTIC LEUKEMIA,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,1247871
RS4-11,D04,SMET0036,NA,NA,7878191026,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,leukemia,909703
DEL,C05,SMET0036,NA,NA,7878191026,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,906836
DOHH-2,D05,SMET0036,NA,NA,7878191026,R05C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_lymphoma,906842
NKM-1,C06,SMET0036,NA,NA,7878191026,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,908448
NOMO-1,D06,SMET0036,NA,NA,7878191026,R06C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,908451
SKM-1,E01,SMET0036,NA,NA,7878191117,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,haematopoietic_neoplasm other,909722
SR,F01,SMET0036,NA,NA,7878191117,R01C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,905965
KARPAS-422,E02,SMET0036,NA,NA,7878191117,R02C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_lymphoma,907274
KARPAS-45,F02,SMET0036,NA,NA,7878191117,R02C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,907272
KASUMI-1,E03,SMET0036,NA,NA,7878191117,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,907275
697,F03,SMET0036,NA,NA,7878191117,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,906800
J-RT3-T3-5,E04,SMET0036,NA,NA,7878191117,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_T_cell_leukaemia,907391
GR-ST,F04,SMET0036,NA,NA,7878191117,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,906877
EOL-1-CELL,E05,SMET0036,NA,NA,7878191117,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,haematopoietic_neoplasm other,906856
HD-MY-Z,F05,SMET0036,NA,NA,7878191117,R05C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,Hodgkin_lymphoma,907050
QIMR-WIL,E06,SMET0036,NA,NA,7878191117,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,acute_myeloid_leukaemia,910545
RAMOS-2G6-4C10,F06,SMET0036,NA,NA,7878191117,R06C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,Burkitt_lymphoma,910401
NMC-G1,C07,SMET0036,NA,NA,7970376015,R01C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,908449
KS-1,D07,SMET0036,NA,NA,7970376015,R01C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,907313
D-336MG,C08,SMET0036,NA,NA,7970376015,R02C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,946369
D-283MED,D08,SMET0036,NA,NA,7970376015,R02C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,PRIMITIVE NEUROECTODERMAL TUMOUR-MEDULLOBLASTOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,medulloblastoma,906834
NO-10,C09,SMET0036,NA,NA,7970376015,R03C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,908452
NO-11,D09,SMET0036,NA,NA,7970376015,R03C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,908450
P32-ISH,C10,SMET0036,NA,NA,7970376015,R04C01,Sebastian Moran,Sanger Cell Lines,NA,BURKITT'S LYMPHOMA,No,YES,Yes,No,NA,2012-08-03,blood,Burkitt_lymphoma,1330987
H9,D10,SMET0036,NA,NA,7970376015,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,907043
CHL-1,C11,SMET0036,NA,NA,7970376015,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,910853
COLO-679,D11,SMET0036,NA,NA,7970376015,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,906818
IST-MEL1,C12,SMET0036,NA,NA,7970376015,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,907172
MEL-HO,D12,SMET0036,NA,NA,7970376015,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,908124
KINGS-1,E07,SMET0036,NA,NA,7970376020,R01C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,907279
KALS-1,F07,SMET0036,NA,NA,7970376020,R01C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,907271
D-263MG,E08,SMET0036,NA,NA,7970376020,R02C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,946368
D-247MG,F08,SMET0036,NA,NA,7970376020,R02C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,946367
D-542MG,E09,SMET0036,NA,NA,7970376020,R03C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,753549
KNS-42,F09,SMET0036,NA,NA,7970376020,R03C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,907282
L-428,E10,SMET0036,NA,NA,7970376020,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,Hodgkin_lymphoma,907322
MO-T,F10,SMET0036,NA,NA,7970376020,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,hairy_cell_leukaemia,908149
COLO-800,E11,SMET0036,NA,NA,7970376020,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,906813
CP67-MEL,F11,SMET0036,NA,NA,7970376020,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,949092
MEL-JUSO,E12,SMET0036,NA,NA,7970376020,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,908125
MEWO,F12,SMET0036,NA,NA,7970376020,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,908128
ST486,G01,SMET0036,NA,NA,8221932050,R01C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,Burkitt_lymphoma,910906
SUP-T1,H01,SMET0036,NA,NA,8221932050,R01C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_T_cell_leukaemia,909743
BALL-1,G02,SMET0036,NA,NA,8221932050,R02C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_leukemia,910705
BONNA-12,H02,SMET0036,NA,NA,8221932050,R02C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,hairy_cell_leukaemia,906695
P12-ICHIKAWA,G03,SMET0036,NA,NA,8221932050,R03C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_T_cell_leukaemia,909251
EHEB,H03,SMET0036,NA,NA,8221932050,R03C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,906854
ALL-PO,G04,SMET0036,NA,NA,8221932050,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,910944
ATN-1,H04,SMET0036,NA,NA,8221932050,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_T_cell_leukaemia,910687
JVM-2,G05,SMET0036,NA,NA,8221932050,R05C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,907269
JVM-3,H05,SMET0036,NA,NA,8221932050,R05C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoid_neoplasm other,907270
BE-13,G06,SMET0036,NA,NA,8221932050,R06C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,906763
SK-MG-1,H06,SMET0036,NA,NA,8221932050,R06C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,909729
YH-13,A07,SMET0036,NA,NA,8221932074,R01C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,909905
SNB75,B07,SMET0036,NA,NA,8221932074,R01C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,905982
D-502MG,A08,SMET0036,NA,NA,8221932074,R02C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,946373
D-392MG,B08,SMET0036,NA,NA,8221932074,R02C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,946370
AM-38,A09,SMET0036,NA,NA,8221932074,R03C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,910933
KNS-81-FD,B09,SMET0036,NA,NA,8221932074,R03C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,924188
CRO-AP2,A10,SMET0036,NA,NA,8221932074,R04C01,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,LYMPHOID NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_lymphoma,906807
KE-37,B10,SMET0036,NA,NA,8221932074,R04C02,Sebastian Moran,Sanger Cell Lines,HAEMATOPOIETIC AND LYMPHOID TISSUE,HAEMATOPOIETIC NEOPLASM,No,YES,Yes,No,NA,2012-08-03,blood,lymphoblastic_leukemia,907277
A375,A11,SMET0036,NA,NA,8221932074,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,906793
A4-FUK,B11,SMET0036,NA,NA,8221932074,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,blood,B_cell_lymphoma,910934
HMV-II,A12,SMET0036,NA,NA,8221932074,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,907058
HT-144,B12,SMET0036,NA,NA,8221932074,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,907067
GI-1,G07,SMET0036,NA,NA,8221932075,R01C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,906871
GB-1,H07,SMET0036,NA,NA,8221932075,R01C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,687568
CAS-1,G08,SMET0036,NA,NA,8221932075,R02C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,910943
BECKER,H08,SMET0036,NA,NA,8221932075,R02C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,906746
ONS-76,G09,SMET0036,NA,NA,8221932075,R03C01,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,PRIMITIVE NEUROECTODERMAL TUMOUR-MEDULLOBLASTOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,medulloblastoma,909248
8-MG-BA,H09,SMET0036,NA,NA,8221932075,R03C02,Sebastian Moran,Sanger Cell Lines,CENTRAL NERVOUS SYSTEM,GLIOMA,No,YES,Yes,No,NA,2012-08-03,nervous_system,glioma,687562
A101D,G10,SMET0036,NA,NA,8221932075,R04C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,910921
A2058,H10,SMET0036,NA,NA,8221932075,R04C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,906792
DJM-1,G11,SMET0036,NA,NA,8221932075,R05C01,Sebastian Moran,Sanger Cell Lines,SKIN,ADNEXAL TUMOUR,No,YES,Yes,No,NA,2012-08-03,skin,skin_other,906841
GAK,H11,SMET0036,NA,NA,8221932075,R05C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,910932
MMAC-SF,G12,SMET0036,NA,NA,8221932075,R06C01,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,925339
SH-4,H12,SMET0036,NA,NA,8221932075,R06C02,Sebastian Moran,Sanger Cell Lines,SKIN,MALIGNANT MELANOMA,No,YES,Yes,No,NA,2012-08-03,skin,melanoma,909713
ECC12,A01,SMET0037,NA,NA,8221924140,R01C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,906849
GCIY,B01,SMET0037,NA,NA,8221924140,R01C02,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,906869
NUGC-3,A02,SMET0037,NA,NA,8221924140,R02C01,Sebastian Moran,Sanger Cell Lines,STOMACH,CARCINOMA,No,YES,Yes,No,NA,2012-08-27,digestive_system,stomach,908455
