V1,8359018054_R03C01,8359018053_R04C02,8221932075_R03C02,8221924165_R04C02,7970368131_R04C02,8221924068_R01C01,7970376007_R06C02,8221924165_R06C01,7970368089_R03C01,7796806034_R02C02,7973201120_R05C02,7970376031_R02C01,8795207004_R05C01,7878191025_R03C01,7970376020_R03C01,8221924155_R01C01,7878191015_R05C02,7878191015_R04C01,7878191127_R06C02,7878191011_R06C02,5975827037_R06C01,5975827051_R02C02,8363800206_R03C02,6055424072_R03C02,6055424074_R05C01,8221932074_R04C01,7970376015_R05C02,8221932016_R04C02,8221924165_R05C02,8359018100_R01C01,8221932019_R06C01,8221924140_R04C02,8221932019_R02C02,7970376031_R01C02,8359026005_R06C02,7796806054_R04C01,7878191035_R06C02,7878191035_R06C01,8221924127_R01C02,8221932050_R05C02,7878191054_R02C01,7878191035_R03C02,7786923095_R03C01,7970368027_R02C01,7970368089_R03C02,8221924068_R04C02,7878191064_R01C01,8221916145_R04C02,8359026012_R04C02,8221932050_R01C02,8221924120_R02C01,8221924165_R04C01,8359018100_R04C01,7878191026_R02C01,7878191026_R02C02,7970368157_R02C02,8221932016_R05C02,7878191001_R02C01,7970368027_R01C02,8359018054_R01C01,8221932019_R06C02,7970376038_R01C01,8359018054_R06C01,7878191054_R05C01,8359026011_R02C02,7970376020_R02C02,7878191026_R03C02,8359026011_R04C01,8221916145_R03C02,8221924118_R04C01,8359018112_R05C01,7878191001_R05C01,7970368157_R06C02,7973201119_R06C01,7970376031_R06C01,7970368119_R02C02,8221924155_R04C01,8221924047_R04C01,8221924003_R02C01,7878191037_R01C01,8221924055_R02C02,8221924128_R02C02,8221916070_R06C01,8359026012_R02C01,8363800233_R05C02,7878191034_R03C02,7878191011_R05C02,7970376038_R03C02,7878191029_R04C02,7878191083_R03C01,8221932055_R04C01,8221924127_R06C01,7878191037_R01C02,8359026017_R01C02,8359026029_R04C02,8221932009_R03C01,9297962143_R06C01,9297962143_R01C02,9297962143_R03C01,5723654015_R02C02
chr3:38537682-38538071,0.322036808,0.351979786,0.303865676,0.308640728,0.321613446,0.281302798,0.339172217,0.419936668,0.213167544,0.304095679,0.202108964,0.312267137,0.369219094,0.394918564,0.281603273,0.241932826,0.297845286,0.310436084,0.334885377,0.281694123,0.393648271,0.375754328,0.312897661,0.195617845,0.325986381,0.304482031,0.328299548,0.355861548,0.242570086,0.302149386,0.294413134,0.219042385,0.235479165,0.285701043,0.377983573,0.354451549,0.319213269,0.304114938,0.273013949,0.228555319,0.324519008,0.374276258,0.212829254,0.342773181,0.318849779,0.334125896,0.316953148,0.274106069,0.419372039,0.386898693,0.226421449,0.221511498,0.260497919,0.371182248,0.264225631,0.370058433,0.247189806,0.330457255,0.196733803,0.257648264,0.282157118,0.228144291,0.352415109,0.30584166,0.297325029,0.322260024,0.311728358,0.430720325,0.306401092,0.328415852,0.361690561,0.30906006,0.256689788,0.272962421,0.333894192,0.267250158,0.314171403,0.310861903,0.313763306,0.25002792,0.257950439,0.225282199,0.324750564,0.334784473,0.275594879,0.237100895,0.308833797,0.281382349,0.266020198,0.269522101,0.31898663,0.289659703,0.237323263,0.312076004,0.368939244,0.278902293,0.225475188,0.405104958,0.296389305,0.38051751
chr3:39851025-39851820,0.191566925,0.388529868,0.268540302,0.393195209,0.275894479,0.155864243,0.124983192,0.139519023,0.215673091,0.438543362,0.192290101,0.415996825,0.1710222,0.771462658,0.254521377,0.266910162,0.394630517,0.707422655,0.499090122,0.452587794,0.619097002,0.386667038,0.172849079,0.097179755,0.375280478,0.529284832,0.54707568,0.261706409,0.176367518,0.422138069,0.11577344,0.136205442,0.292306115,0.117854124,0.524575324,0.5801385,0.422673799,0.318568,0.651552012,0.437953606,0.165101049,0.338681471,0.387581801,0.425819812,0.715836225,0.370519108,0.38259514,0.245286723,0.834683679,0.61822692,0.119617951,0.15598902,0.556025912,0.758226122,0.555867816,0.354104893,0.101014901,0.351748028,0.099511578,0.245304796,0.318028469,0.203278361,0.165170075,0.339713007,0.274156998,0.111989515,0.284492666,0.321794057,0.106277192,0.19648635,0.31369906,0.676844973,0.585617728,0.126438928,0.429747487,0.462392481,0.160517502,0.204616797,0.485877445,0.349283507,0.27990973,0.102692262,0.318731153,0.173977898,0.179436113,0.50710832,0.644985518,0.368325348,0.246406534,0.442872005,0.12416366,0.193107782,0.170829448,0.291625233,0.517442707,0.257093275,0.085702183,0.458928962,0.697213422,0.310486299
chr3:42632164-42632667,0.46618367,0.419362017,0.405207151,0.457292516,0.41098938,0.389050001,0.435470624,0.447686023,0.442172006,0.448311371,0.380536782,0.410852248,0.468980689,0.468467832,0.442191518,0.48924449,0.430598189,0.435918266,0.454684036,0.432379866,0.477628388,0.472079477,0.484170277,0.433072413,0.46443849,0.448224646,0.432111828,0.445684289,0.440490306,0.432804073,0.44599336,0.40596556,0.413447597,0.402992007,0.483056728,0.450074612,0.41108824,0.393699703,0.44185459,0.393644996,0.337828653,0.446613424,0.382675,0.442309731,0.444736592,0.462407305,0.406822049,0.480694708,0.472810281,0.483616401,0.438362355,0.390354364,0.416147168,0.491022577,0.375973972,0.380553553,0.437859204,0.448809569,0.335979473,0.397902078,0.359049082,0.363357832,0.44809225,0.435153492,0.471889735,0.441055645,0.388945699,0.468944195,0.450834045,0.432139876,0.451460055,0.45488316,0.468846672,0.418262295,0.418031804,0.469582714,0.374668603,0.481315386,0.427222028,0.430685351,0.419023836,0.365368683,0.458588323,0.416131159,0.480346047,0.484599948,0.474962193,0.404291762,0.382255052,0.440066897,0.415538956,0.387041445,0.402148591,0.456217172,0.48127949,0.437777865,0.417746611,0.454016681,0.469370453,0.473458423
chr3:43327698-43328310,0.442905573,0.461239568,0.417842319,0.422770074,0.438416558,0.497893516,0.466110771,0.473253557,0.411342217,0.517155957,0.47665209,0.485260987,0.427211141,0.478487461,0.470954084,0.517541442,0.450556031,0.434308873,0.490108112,0.401311978,0.4722833,0.492477346,0.457063798,0.393422208,0.416638022,0.336938547,0.411243423,0.466495993,0.41692042,0.449578677,0.417956738,0.291770526,0.35957179,0.473108977,0.430882713,0.417323723,0.425506453,0.46728194,0.325288362,0.353732641,0.437050919,0.459535111,0.360105368,0.462669208,0.48541729,0.463926299,0.442287114,0.436150228,0.540173179,0.502954004,0.396740706,0.427830657,0.531085168,0.547935318,0.45524628,0.399818366,0.441542972,0.45903091,0.434275742,0.464973811,0.379162286,0.420756437,0.480270391,0.478515096,0.414474901,0.477289686,0.505710543,0.536263765,0.443451311,0.426499778,0.499346803,0.384994792,0.391209432,0.414369042,0.43444891,0.46610501,0.414920748,0.345907261,0.466043259,0.349595964,0.340651788,0.419223975,0.493777218,0.409898379,0.503176623,0.466885177,0.414009258,0.511423421,0.330128591,0.434351827,0.411313112,0.472855574,0.398106773,0.419930107,0.526317136,0.429332689,0.356216968,0.531612504,0.577934287,0.426867436
chr3:44770936-44771137,0.196155116,0.254121729,0.242234833,0.244338603,0.204310593,0.157380197,0.213934915,0.160033298,0.560511861,0.481509352,0.150932061,0.547488969,0.158809524,0.878752015,0.396676796,0.165114339,0.286702637,0.449894634,0.648698375,0.161775699,0.776449906,0.504583294,0.234489007,0.140091461,0.486613111,0.25187519,0.17585284,0.189221219,0.172298593,0.465190583,0.104624959,0.166791705,0.13086128,0.136764845,0.791499569,0.58712498,0.469592492,0.376622328,0.444827548,0.227321406,0.785163992,0.183923291,0.103913973,0.450917069,0.150081305,0.701368098,0.665536802,0.215197865,0.740613055,0.477894353,0.82796803,0.159744138,0.206370417,0.710270397,0.187338037,0.175990559,0.181712857,0.203588207,0.134640539,0.341542392,0.285003654,0.182999467,0.547166012,0.516556134,0.169644646,0.164952189,0.678443774,0.222827914,0.177163433,0.220813977,0.199822789,0.126555313,0.230499727,0.200422339,0.260105989,0.302816315,0.153249301,0.147430973,0.483252768,0.192107797,0.579588902,0.164361771,0.333009377,0.170685353,0.498799148,0.191001733,0.132513582,0.243791967,0.206182229,0.182991954,0.146373662,0.167688475,0.166836021,0.182040143,0.185274874,0.139773054,0.240231366,0.632495754,0.642952663,0.202032582
chr3:46618307-46618669,0.767158353,0.750791452,0.467418706,0.486788777,0.821745908,0.528244168,0.685428792,0.391389503,0.768637701,0.787473494,0.713181831,0.773880576,0.622264778,0.81545918,0.713571357,0.739376238,0.810210332,0.644634788,0.801790437,0.794590327,0.837151885,0.853295043,0.757490984,0.630730241,0.809672752,0.409038861,0.748974283,0.816603801,0.715022043,0.672924053,0.312049623,0.516136056,0.515790927,0.391233215,0.814005268,0.794003669,0.743674878,0.540622459,0.496035491,0.296071908,0.798396732,0.780044073,0.69813012,0.665724775,0.810597387,0.816875207,0.733390012,0.745687337,0.625638946,0.860067368,0.685528976,0.467876426,0.792948084,0.675011398,0.622534874,0.798774223,0.750692719,0.86243114,0.265925277,0.807984312,0.590640642,0.757600798,0.697961112,0.829818615,0.599342816,0.427878476,0.593545991,0.832160716,0.691721134,0.790682242,0.813062015,0.663349916,0.53908224,0.791790222,0.808936664,0.699546246,0.596183475,0.427977826,0.778394601,0.593268118,0.53311638,0.586381676,0.711286403,0.806873582,0.675992431,0.700956663,0.783459613,0.547075283,0.335282992,0.638706399,0.715088034,0.7892218,0.696673535,0.785022587,0.821087695,0.614075022,0.486915845,0.839530916,0.761405794,0.854437222
chr3:48698335-48701667,0.360591506,0.510348598,0.470240824,0.426876685,0.358339986,0.448254826,0.494052847,0.834080807,0.41400614,0.491803834,0.417101139,0.511023821,0.433960337,0.818547263,0.384108447,0.406146851,0.449964374,0.568940416,0.480062284,0.345227957,0.514487104,0.754776733,0.396165286,0.424846592,0.72813854,0.49288916,0.332318175,0.526541317,0.380031846,0.602139521,0.392467858,0.373792334,0.339367691,0.370632528,0.604837236,0.531851088,0.490335991,0.539430617,0.677719395,0.551788269,0.402169664,0.570974294,0.245712211,0.48942314,0.43056782,0.600435419,0.559252101,0.362720759,0.656675633,0.877386464,0.484563278,0.355565825,0.61198231,0.653608679,0.544973202,0.491174827,0.349838165,0.473737205,0.3463442,0.414559848,0.363293645,0.396597276,0.330974458,0.513702977,0.450450135,0.361920049,0.898697164,0.787426822,0.340320796,0.34833671,0.394171414,0.436193887,0.375596339,0.494967691,0.41279384,0.47389729,0.403891236,0.447484547,0.498043041,0.450196364,0.528151913,0.488231956,0.460476407,0.491679729,0.395450862,0.424234705,0.386043888,0.495489614,0.409951265,0.397747123,0.307275118,0.494963086,0.429864221,0.518282282,0.393120211,0.382451691,0.296909203,0.786392704,0.504649635,0.490375037
chr3:49466478-49466843,0.301638485,0.299513028,0.273220417,0.257447555,0.309811337,0.270592371,0.314994357,0.231571011,0.27142831,0.301943801,0.266758226,0.333792074,0.276755283,0.340730957,0.312824946,0.326834828,0.31348883,0.260531062,0.36517676,0.277877762,0.298629973,0.315691546,0.284680825,0.272025219,0.304967437,0.273137955,0.297641071,0.291537455,0.287156923,0.26595405,0.267163638,0.31257616,0.25491516,0.270049336,0.340481878,0.263377541,0.282362109,0.333181587,0.260270959,0.210251796,0.293740357,0.307372229,0.298174796,0.281033864,0.294300099,0.289621904,0.295495791,0.308193663,0.389878839,0.357434474,0.320708999,0.277530526,0.315499884,0.437208219,0.249806745,0.331872592,0.296113165,0.371729585,0.240539933,0.351365905,0.269358575,0.314203643,0.32696418,0.352208015,0.29308446,0.281792438,0.28786244,0.364341624,0.337928946,0.324318303,0.312411048,0.287071681,0.224569855,0.251453591,0.321077094,0.294459089,0.328095275,0.267606267,0.263703153,0.291591405,0.292306261,0.273436317,0.303447142,0.326606833,0.277534018,0.321859946,0.305792615,0.278212232,0.216027782,0.283404492,0.263700579,0.336442378,0.28110381,0.279942532,0.303149674,0.277434901,0.264218403,0.390648747,0.383223667,0.357360097
chr3:50336331-50336879,0.270139755,0.236401886,0.199517418,0.212224354,0.221429289,0.215227399,0.278022229,0.176106653,0.204325424,0.234160124,0.200677778,0.229720836,0.235616278,0.25518183,0.21232798,0.222960359,0.222882251,0.227803799,0.232726802,0.20099268,0.222076606,0.240937118,0.220803708,0.213956053,0.207191679,0.230116745,0.197641558,0.247047365,0.208102661,0.193891935,0.221360384,0.205275795,0.19406348,0.219915194,0.218269715,0.210980896,0.211629125,0.21528229,0.242298038,0.178295318,0.207324765,0.255726903,0.211191207,0.252656949,0.228260407,0.248118777,0.230662514,0.219856709,0.215981132,0.257192368,0.248530849,0.19991051,0.233802455,0.235368116,0.16910731,0.243272348,0.203255509,0.230709413,0.21806946,0.23589307,0.211905762,0.261193363,0.251358099,0.227035781,0.235812645,0.214213105,0.251100483,0.208567425,0.216307198,0.234368922,0.24446564,0.21010995,0.204981951,0.20767185,0.255831424,0.212378802,0.213982305,0.205306156,0.211566583,0.2083232,0.212509846,0.206210262,0.224024581,0.258764932,0.215386345,0.236377148,0.21239082,0.261939449,0.198580021,0.213170329,0.203085987,0.245978945,0.218989881,0.227255114,0.231609289,0.207164132,0.201583096,0.230918122,0.272739905,0.235223541
chr3:52029757-52030058,0.324146923,0.274313526,0.231827201,0.285387699,0.247212699,0.260669206,0.335509592,0.244121906,0.291474752,0.279677187,0.271060403,0.289030835,0.289949204,0.346625762,0.293230589,0.296886729,0.293531503,0.289188934,0.288814404,0.246910982,0.283697018,0.33987167,0.286761001,0.242361257,0.267294589,0.254096058,0.214995056,0.256125897,0.213989307,0.280983869,0.225082514,0.264421354,0.190361342,0.263403664,0.296863106,0.318638708,0.301576003,0.266991432,0.263778352,0.248397175,0.318255352,0.250859512,0.250171056,0.280145774,0.246593653,0.289629894,0.335343461,0.282928605,0.305153891,0.355087258,0.28001686,0.243292565,0.313959751,0.333459651,0.223769014,0.281572863,0.259571314,0.308313698,0.221760229,0.31038787,0.292463269,0.291724665,0.291974435,0.277075806,0.286314033,0.220319924,0.271955096,0.360660789,0.303231076,0.294397387,0.271724222,0.267805676,0.248504576,0.274583559,0.296493752,0.298683376,0.274959399,0.279980387,0.250655071,0.265271303,0.270211314,0.251236816,0.252277552,0.280481205,0.303574492,0.260983966,0.30783883,0.278820752,0.24548627,0.313616047,0.27349522,0.275468611,0.265813456,0.244195467,0.296784029,0.22994669,0.212441912,0.351670555,0.318800597,0.292766314
chr3:52089652-52090845,0.365307142,0.338914002,0.381147695,0.362706561,0.448807812,0.412090624,0.478551322,0.428511079,0.377145842,0.379800387,0.405767919,0.455361989,0.369933914,0.471525026,0.401780155,0.282133662,0.348188202,0.403354373,0.254702673,0.378458785,0.461847316,0.406115062,0.473173582,0.34820883,0.464026742,0.432305208,0.344253629,0.388444188,0.327463665,0.365818739,0.488296992,0.389952351,0.373117515,0.46565608,0.569636608,0.367741405,0.275094526,0.53245604,0.438377386,0.320037814,0.348719928,0.392840281,0.439145353,0.444587249,0.40600431,0.504993421,0.374445674,0.403077678,0.454453942,0.488178013,0.419431752,0.387421234,0.325525376,0.520524514,0.270195176,0.482837703,0.395575873,0.541615115,0.330687982,0.27271832,0.25671668,0.468862595,0.460615771,0.427299963,0.433649726,0.351681407,0.416002814,0.330936922,0.373341152,0.403420569,0.423633776,0.370772307,0.35528894,0.442525328,0.543891463,0.401493021,0.362743897,0.363145242,0.3908465,0.120216285,0.375206902,0.435791613,0.417569128,0.45924718,0.385996091,0.23647563,0.367778312,0.476813306,0.349236779,0.337814818,0.307998666,0.378844983,0.40687184,0.429759001,0.438883118,0.355730445,0.323005917,0.409443284,0.528496368,0.463894925
chr3:59035406-59035944,0.412518821,0.443469137,0.640952303,0.701434394,0.390353271,0.300581736,0.346967952,0.412968014,0.314836051,0.377209472,0.265996227,0.451285689,0.425426498,0.682635413,0.726631083,0.409739943,0.315002826,0.403723654,0.344991914,0.326512544,0.423323852,0.45086813,0.306866422,0.582690997,0.630490606,0.267966275,0.307793003,0.527243685,0.726316503,0.671959922,0.375999569,0.416332346,0.295287269,0.328848792,0.401776301,0.743274538,0.286871347,0.587677558,0.279189491,0.332112006,0.408363349,0.638710294,0.327650346,0.4565942,0.294278896,0.332140011,0.326770671,0.440617784,0.574244577,0.508256999,0.373281962,0.508355712,0.424963953,0.51856232,0.367832305,0.384366247,0.72568746,0.481813445,0.252913226,0.452262225,0.280729379,0.372678888,0.473995734,0.343714882,0.829449466,0.605511769,0.400286039,0.471559644,0.391047962,0.448232738,0.376855574,0.273321443,0.347236062,0.322491639,0.377360643,0.33436857,0.346625997,0.366991252,0.358837461,0.782033013,0.276711172,0.322607981,0.453555418,0.302087369,0.262567514,0.392656948,0.293413304,0.324177547,0.218356241,0.358631192,0.420744957,0.320061157,0.390483377,0.307000191,0.373168938,0.403023774,0.398251959,0.615130068,0.478642005,0.331866424
chr3:62304514-62304780,0.37817372,0.35749558,0.449145773,0.490604125,0.384603992,0.784265993,0.524565909,0.511939346,0.484464735,0.382986592,0.318569103,0.39203824,0.375055855,0.891741524,0.480111577,0.386058159,0.84935839,0.548070184,0.503551597,0.377443786,0.810576376,0.793190824,0.444258398,0.492930877,0.839918439,0.643026114,0.40102471,0.631562649,0.642792837,0.728311965,0.350588981,0.500648905,0.394207467,0.214187263,0.449325399,0.492251161,0.581844003,0.281125798,0.613150314,0.4425632,0.565781801,0.717091709,0.76348673,0.251559601,0.283011025,0.731174755,0.32579981,0.437867292,0.744596393,0.891805832,0.351415355,0.537291785,0.399119569,0.785139332,0.477810261,0.207253962,0.443997292,0.798459751,0.206886273,0.463302738,0.362510622,0.315991336,0.414078965,0.372186806,0.870144212,0.722763822,0.620537997,0.823515271,0.399267393,0.532391593,0.37872247,0.35347664,0.407147336,0.331540178,0.518160723,0.43837445,0.353074708,0.454359182,0.555461542,0.397016109,0.349433969,0.219947147,0.492945278,0.491376707,0.434341783,0.338549114,0.405698593,0.733467207,0.375675581,0.475259523,0.371169299,0.722544789,0.306830703,0.285132103,0.367106108,0.785328092,0.486062729,0.764849542,0.784300659,0.794021194
chr3:69788483-69789208,0.274854075,0.294933633,0.238524794,0.299714679,0.309506104,0.253491583,0.212322764,0.221269175,0.284663535,0.266444948,0.281786616,0.301676635,0.216602555,0.710426298,0.28023602,0.308789189,0.294170761,0.286901178,0.318761829,0.225796601,0.462787218,0.69997141,0.304461468,0.23305796,0.390926727,0.230813872,0.234133384,0.294311268,0.237411408,0.3519294,0.170179813,0.225537834,0.226449763,0.196520298,0.300979691,0.241334683,0.301298038,0.261351376,0.307371098,0.213589479,0.283743581,0.281564637,0.236557648,0.299634476,0.276714147,0.292028808,0.305167509,0.291552027,0.472263314,0.260666648,0.212555397,0.24785946,0.314287139,0.642935609,0.192780542,0.299518641,0.278841865,0.282877831,0.235842095,0.314561719,0.258175776,0.235016689,0.140447647,0.297819314,0.281069735,0.271152703,0.308748107,0.470426121,0.226524068,0.247396814,0.290960256,0.231521357,0.286839958,0.285582945,0.275655155,0.287185542,0.325540618,0.276226559,0.265421389,0.194552387,0.221239889,0.186749199,0.301157089,0.292642884,0.295219947,0.274531038,0.226777999,0.223417732,0.271865002,0.242417436,0.245193147,0.310418336,0.283708316,0.301134817,0.31035703,0.29189837,0.239938342,0.465655771,0.566923729,0.287917878
chr3:71630573-71633217,0.193796666,0.21895873,0.136341504,0.239409026,0.202594553,0.177843357,0.201991475,0.196100065,0.187331167,0.24705088,0.182115473,0.166538758,0.239885829,0.220369807,0.190493961,0.215410664,0.314833847,0.223765292,0.371466581,0.16572611,0.576625052,0.234369632,0.215187932,0.171903391,0.174720243,0.453921498,0.195658989,0.186825873,0.180592342,0.201599118,0.16301823,0.173762323,0.187338219,0.236065243,0.279709979,0.138878532,0.208915323,0.383143488,0.209282732,0.16232953,0.109769755,0.184493189,0.443646635,0.156252131,0.160841596,0.292861058,0.360171407,0.168936197,0.675668949,0.390501919,0.220525679,0.167407681,0.210610715,0.128606468,0.095004182,0.162217405,0.180894441,0.220326437,0.171555078,0.173063841,0.19445028,0.216422609,0.154790712,0.268183185,0.205199753,0.184255602,0.12792077,0.124467701,0.228882195,0.253277568,0.155934073,0.343126996,0.220057229,0.189640008,0.352561145,0.179555139,0.170249659,0.138394378,0.247776676,0.139019321,0.154764379,0.191191158,0.32048069,0.199587221,0.177410172,0.280686324,0.371446173,0.16484508,0.150546521,0.095379366,0.158595374,0.193148237,0.187294828,0.224022365,0.199213634,0.398064912,0.130085359,0.188657721,0.802029179,0.326127187
chr3:9004864-9005270,0.238523145,0.210389663,0.216186027,0.191827938,0.214885581,0.22192831,0.203081583,0.12534051,0.270490817,0.248503257,0.284942335,0.251017875,0.160039085,0.355656905,0.229474477,0.295487,0.29152309,0.222306758,0.267899367,0.159692937,0.283644059,0.272513677,0.277404609,0.180693864,0.165208603,0.20558824,0.239084137,0.199595853,0.196898584,0.166375793,0.222296672,0.184251961,0.212379689,0.144030615,0.297496925,0.240493155,0.269164421,0.193800135,0.276980276,0.198754617,0.265787196,0.180588398,0.253711537,0.213580633,0.283066445,0.306303713,0.22056861,0.295022328,0.343920298,0.310300833,0.245627811,0.163476948,0.214902495,0.326979395,0.299496354,0.228359376,0.14730384,0.26483509,0.188103428,0.167733353,0.164794738,0.17437073,0.21020221,0.263363727,0.167530131,0.157910575,0.249019067,0.285716926,0.2341766,0.259347581,0.260199003,0.200423132,0.258006441,0.2338584,0.257883467,0.277231208,0.239884273,0.253062582,0.168454603,0.160662727,0.205198988,0.172079305,0.286450795,0.233674467,0.268153444,0.185746915,0.253657326,0.249853331,0.185102136,0.267930331,0.231205891,0.166869838,0.191907075,0.197946421,0.281320582,0.195510162,0.139944883,0.35178032,0.326620627,0.234574908
chr3:9437945-9439760,0.172860163,0.173579889,0.161327157,0.181556327,0.159748319,0.167851454,0.174763672,0.150703011,0.150987622,0.151425996,0.161959113,0.167174105,0.156656905,0.17458632,0.162311784,0.192668284,0.2005918,0.171760894,0.195397594,0.155419372,0.207876911,0.197137306,0.201092389,0.161982454,0.191897034,0.197307522,0.171289232,0.166255443,0.160830504,0.173555552,0.158004954,0.148296751,0.172382576,0.178729096,0.201508101,0.179692796,0.195380925,0.169173355,0.149801199,0.15566916,0.170684776,0.151303631,0.138927981,0.161366226,0.160317078,0.148940988,0.159501896,0.184841455,0.191972862,0.19610986,0.161439039,0.162540202,0.199388944,0.19900154,0.135912352,0.172680865,0.165502951,0.206040746,0.158263277,0.206422129,0.183617614,0.195596028,0.193304016,0.196276635,0.156313708,0.158914048,0.180075606,0.201694529,0.156817509,0.160133849,0.177420936,0.148592434,0.17886063,0.175557692,0.18231562,0.176778106,0.159461859,0.18742281,0.16309253,0.162282683,0.153184218,0.165934535,0.186919026,0.154163453,0.17246575,0.202187156,0.187702824,0.15056303,0.183496523,0.202593771,0.144792666,0.150330841,0.155240137,0.16499553,0.173823705,0.152454917,0.154866624,0.201676992,0.196631497,0.172391467
chr3:9594068-9594328,0.418333267,0.795748834,0.690092776,0.360804293,0.286353159,0.543384929,0.803681818,0.409647136,0.426896293,0.496984016,0.684692662,0.649334111,0.649429853,0.638782532,0.623572724,0.550848326,0.353605263,0.580386084,0.498555823,0.397181394,0.682137186,0.662066599,0.510074492,0.50307056,0.780723652,0.311805045,0.359557334,0.554704266,0.461354124,0.492716372,0.302539089,0.633649362,0.303092101,0.399944146,0.615574885,0.45265291,0.574559079,0.56098293,0.366766255,0.257338207,0.637194731,0.457614317,0.232473236,0.657382943,0.799311323,0.533994486,0.714465454,0.551803555,0.726861649,0.778299325,0.53912795,0.306662191,0.820173485,0.669448861,0.613403889,0.571070011,0.480355045,0.716474153,0.413476996,0.503814486,0.526769955,0.612576441,0.272451188,0.543117748,0.616227659,0.501800558,0.752935046,0.8534926,0.295469681,0.411910589,0.340772147,0.574784667,0.322119278,0.339670323,0.416188079,0.496224247,0.472754501,0.552550338,0.674508239,0.445066105,0.471239117,0.319484327,0.694634902,0.602655163,0.490717089,0.261723708,0.396234775,0.587538707,0.313812749,0.594609695,0.306627417,0.550161744,0.527930869,0.738409259,0.730012213,0.48536056,0.286415691,0.680278146,0.567726118,0.827242781
chr3:9851476-9852171,0.305831114,0.57952995,0.20162909,0.357987524,0.264012902,0.292897349,0.324026769,0.236912418,0.227954406,0.271040774,0.212220568,0.261705283,0.442728129,0.891979265,0.309397505,0.303525354,0.920516115,0.293383496,0.317292812,0.274742607,0.440451805,0.699487847,0.278628976,0.362949496,0.310303485,0.871592884,0.32791918,0.288818223,0.322399244,0.355185985,0.268875774,0.319615222,0.269591811,0.245473596,0.586809196,0.918400133,0.282821317,0.90638241,0.336465023,0.26219178,0.336756176,0.294808661,0.267732526,0.254651247,0.244617757,0.280297512,0.886936124,0.500622027,0.870483481,0.907717339,0.760871199,0.227223486,0.26546998,0.584521256,0.285434033,0.278232743,0.274867763,0.642101551,0.215552982,0.306459274,0.264887,0.30153094,0.294608826,0.309374887,0.326569188,0.275681567,0.605707316,0.277247711,0.299493697,0.298045201,0.275792187,0.301931447,0.318274929,0.257340313,0.901425175,0.262275671,0.244597452,0.245373473,0.331192376,0.279923164,0.251733049,0.444314618,0.286083072,0.304015386,0.27785922,0.285042997,0.259863613,0.276032849,0.233777899,0.238580291,0.239791473,0.303362155,0.22710324,0.280233435,0.279141668,0.35579472,0.599353497,0.704325175,0.9328302,0.333964634
chr4:106067473-106067968,0.253665574,0.33424302,0.263470719,0.412768766,0.304496979,0.1851868,0.31754528,0.189239174,0.18971005,0.2457212,0.183856813,0.374795953,0.345483265,0.233347029,0.258055178,0.207682529,0.269678099,0.34674619,0.247921867,0.433048527,0.329943112,0.23352852,0.221869376,0.230199345,0.404670001,0.410951327,0.491787614,0.189169145,0.258895503,0.284864438,0.245691713,0.155861035,0.432664705,0.242219901,0.326223449,0.415720354,0.189053234,0.185256898,0.372749379,0.187510118,0.204636906,0.185913095,0.436080243,0.331359485,0.217508062,0.220680596,0.249661442,0.219676115,0.25950133,0.283267369,0.251647488,0.195426333,0.249742496,0.361531487,0.265190092,0.153588965,0.21682616,0.398844683,0.202772038,0.22612556,0.194358717,0.202762816,0.263770552,0.282973381,0.214589401,0.26244515,0.289446424,0.389680844,0.378674462,0.372363485,0.29157605,0.834305269,0.495493245,0.212041461,0.365582937,0.314107622,0.194125985,0.148328041,0.289152088,0.19504515,0.192538277,0.203236647,0.353590605,0.27023272,0.357594749,0.280604023,0.535512093,0.210921485,0.179735119,0.191836107,0.194744276,0.227184322,0.165358125,0.375885813,0.299033248,0.219544735,0.210157618,0.19549061,0.834489581,0.200869014
chr4:111119187-111120084,0.164265924,0.162774776,0.1551834,0.156487494,0.167535138,0.151793234,0.170156514,0.148397199,0.152078965,0.154680317,0.156821739,0.158749567,0.167834641,0.206933733,0.153527636,0.18878928,0.23717638,0.15988804,0.163230036,0.155321203,0.165855126,0.22850347,0.169124933,0.151450964,0.128980861,0.506482677,0.163442847,0.165983318,0.151593366,0.175909082,0.143963539,0.151625294,0.151629844,0.151295356,0.162707888,0.146107492,0.159045506,0.146139588,0.153680648,0.490504981,0.16039359,0.165512414,0.150563161,0.161364508,0.168239535,0.161378472,0.161546747,0.151071571,0.168630884,0.476085731,0.156460189,0.149229516,0.169581915,0.138266264,0.158968728,0.16642792,0.153244374,0.168079075,0.156095367,0.163601281,0.174411897,0.161676272,0.165273483,0.166224684,0.167835096,0.152137913,0.183620893,0.187731124,0.180162059,0.164550628,0.158231374,0.150145902,0.150861557,0.154293237,0.297042632,0.146297846,0.163397343,0.152071202,0.1803775,0.140151901,0.137133457,0.158134031,0.177318599,0.16384015,0.16366813,0.151096658,0.154425281,0.161599175,0.130074256,0.156795205,0.162103015,0.174618697,0.158462467,0.167693252,0.165459602,0.163230473,0.139054245,0.194207534,0.286764292,0.175013111
